id,bairro,status,causa_interrupcao,inicio_interrupcao,previsao_retorno,area_afetada,pressao_rede,medida_solucao,descricao,atualizado_em
1e34062a-9d28-47dd-a9b0-8b761bf9cf48,tancredo neves,NORMAL,,,,,NORMAL,,,2026-04-16 18:19:18.172
1f030086-693d-4672-84a1-a1f898546742,areia branca,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
1f168968-de84-4ea3-8435-3b906322f195,piraja,SEM_ABASTECIMENTO,DESCONHECIDA,2026-06-02 16:37:00,2026-06-02 16:37:00,BAIRRO_INTEIRO,NORMAL,AGUARDANDO_DISTRIBUIDORA,asdfasdfasdf,2026-06-02 19:37:43.43
1f902c60-b08f-424b-8b31-9a3e5cc2d862,alto das pombas,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
21fe63a8-748a-4912-bea2-8b6225c95d80,pituacu,NORMAL,,,,,NORMAL,,,2026-05-03 22:37:19.235
22b7a701-8c75-4865-bc24-4cb6a33cbc5b,praia grande,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
26b50902-347a-447a-bebe-8049f4e39049,ondina,NORMAL,,,,,NORMAL,,,2026-05-04 13:38:19.829
273cc68b-ea9a-485c-9fde-5926812e65c8,jaguaripe i,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
288b4b2e-ab0d-4e29-9986-b28e3e38fbfd,retiro,NORMAL,,,,,NORMAL,,,2026-05-26 00:35:23.89
2a991622-0a5a-4b45-8927-af35b91811b5,ilha dos frades,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
2ae1942d-16c6-47c3-b0d7-45758c87c459,chamechame,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
2b25ebeb-5ee7-4f2d-aa15-c9246ffb24a6,macaubas,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
2bdb09e2-4005-4801-965c-2f52686d3900,dom avelar,NORMAL,,,,,NORMAL,,,2026-04-09 18:32:38.781
2c600dd5-6fe0-496c-b182-5e24675e0eb7,candeal,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
2d466627-0921-4f1b-972e-54035be0b32f,saude,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
2f699373-7863-4d5d-a720-f456ddf2a94a,jardim santo inacio,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
2fa66b57-af07-4832-ad78-3e2c08d1744a,sao tome,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
30aa7427-b19d-4f0b-9bc8-d1ae8d9433f1,santo antonio,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
31731760-da78-4163-a83b-2be71daf09aa,santa cruz,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
31d26ab1-bf73-45b9-bd7a-ceab8dc24806,barbalho,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
3277bc21-85b8-41e6-82c5-301e58184cff,imbui,NORMAL,,,,,NORMAL,,,2026-04-13 17:16:03.362
34aad211-6976-4525-b62a-db9372cabd3c,amaralina,NORMAL,,,,,NORMAL,,,2026-04-16 18:18:38.284
35e5429d-9f66-4f74-bbec-86ee34012209,bairro da paz,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
37a6ea76-8d56-481c-a5ce-d7f6fe4b5de2,fazenda grande i,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
38a44bd0-c2e2-497a-8aec-045fd1bf9e67,engenho velho da federacao,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
3a74f1da-e23f-4d3d-8d36-0a746c7863e3,jardim nova esperanca,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
3a94df50-7013-4b6d-ab58-143020c55384,ilha de mare,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
3ad44f8c-b485-4041-9950-db115e8e7240,cosme de farias,NORMAL,,,,,NORMAL,,,2026-04-09 11:08:43.42
3c683a42-b637-4791-b3f5-2e407f891c43,monte serrat,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
3ed05077-0d41-4ed0-9fdb-9796bf5cb83d,canela,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
40cf40d1-dc4b-451f-8ea2-7006fa1b295a,pituba,SEM_ABASTECIMENTO,ROMPIMENTO,2026-06-09 10:47:00,2040-12-09 10:47:00,BAIRRO_INTEIRO,SEM_PRESSÃO,SEM_MEDIDAS_ATIVAS,comprem agua riquinhos,2026-06-09 13:47:46.375
41f0a768-4771-494a-806b-3a6703786846,jardim cajazeiras,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
443b1dd2-025e-4271-b08c-5f4ad52e4ff6,rio vermelho,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
4539312b-a91c-4fac-a28c-7fb1a488c651,resgate,NORMAL,,,,,NORMAL,,,2026-04-09 01:31:36.877
481e930d-dabe-46a4-8cba-3766f1e32dff,nordeste de amaralina,NORMAL,,,,,NORMAL,,,2026-04-15 12:31:20.99
4b4cda1c-58b5-460d-9b14-04ecbd698169,santo agostinho,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
4b8dc46a-7d33-4afd-93ea-75744af0e9a7,garcia,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
4f3068a3-ecc8-42d6-ba77-237a2c750ad3,tororo,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
4f3ba4fe-c5f0-42a6-a1fb-a4755eec9541,trobogy,NORMAL,,,,,NORMAL,,,2026-06-01 20:15:36.641
51248f15-a3af-4106-b644-db232a599e56,fazenda grande ii,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
523dda78-b86e-44d7-b4a9-1a714b40a95d,arraial do retiro,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
52c31bff-bfdf-4b17-98ab-1085fd13da92,sao rafael,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
52ebb5a0-c858-4895-bfb7-781375a5845f,pernambues,NORMAL,,,,,NORMAL,,,2026-05-09 16:25:09.368
53f0f0fc-a461-4641-94a8-2e4bb022fd3e,vila ruy barbosa,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
56d5d4ce-8e5f-4726-8acb-dacfa3040573,saramandaia,NORMAL,,,,,NORMAL,,,2026-04-28 17:16:08.925
59dbf42b-9597-4ab2-a857-65d27336df7e,nova brasilia,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
5b785814-6a05-402e-b2cf-ec644f001e0a,ilha amarela,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
5bb64c39-b01f-4549-b344-5a03e3af44d9,pau miudo,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
5cac7dfa-fb95-4348-8019-a157eecb2a95,boa vista de brotas,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
61009203-ea77-4e7a-a97a-94f0307d342f,mangueira,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
612f854d-f3a2-4c3d-a35f-f0c84192b0ec,bom jua,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
6201cc34-b27f-47b3-a7d4-bb5cfebf0597,iapi,NORMAL,,,,,NORMAL,,,2026-05-09 21:42:57.96
628b7d7b-05c9-4e70-aa71-55c34c16438e,cajazeiras xi,SEM_ABASTECIMENTO,MANUTENÇÃO,2026-06-12 20:47:00,2027-07-12 14:00:00,PARTE_DO_BAIRRO,ALTA,EQUIPE_REPARO_NO_LOCAL,"Daniel, voce esta sem agua",2026-06-12 23:48:05.683
637ebb66-f56d-4616-9457-404710c7ee44,dois de julho,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
65055519-b023-4a81-835b-a7aef3939d12,fazenda coutos,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
6873a7d8-221f-4291-9bc3-2efcce0cc05c,brotas,NORMAL,,,,,NORMAL,,,2026-06-02 16:30:54.361
68c6daa7-fc38-41a9-97cb-19e90e2e0cfa,itacaranha,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
69714d6f-f20f-4d5b-a518-cd01a41c5b7a,mussurunga,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
6bc427db-e48c-49f4-99fa-f0d342f9e743,stella maris,SEM_ABASTECIMENTO,OBRA_NA_REGIÃO,2026-06-02 16:45:00,2027-07-12 12:00:00,PARTE_DO_BAIRRO,ALTA,MANUTENÇÃO_EM_ANDAMENTO,Ola professor,2026-06-02 19:45:23.397
6ebefdda-094b-4232-b186-daf528158e7f,comercio,NORMAL,,,,,NORMAL,,,2026-04-25 19:41:46.31
6f4a2c97-05cd-47f3-8f4e-9d6be1dd8bd6,stiep,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
71678957-b72c-4b80-ad72-2da98de73cf0,doron,NORMAL,,,,,NORMAL,,,2026-04-20 18:59:52.528
728fa71c-51b5-4d20-bac7-da9dc8fa8c28,granjas rurais presidente vargas,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
72da189a-bfa8-4fe7-bee9-78b2eb7ffad8,uruguai,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
7421a48d-abef-4dde-bb7d-258656764592,vale dos lagos,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
74da989c-80ea-45c3-86bf-68f4321008b5,caixa dagua,NORMAL,,,,,NORMAL,,,2026-05-02 16:03:39.427
74e5df75-a6af-4cc7-adfc-6ea9f1c59787,patamares,NORMAL,,,,,NORMAL,,,2026-04-13 19:43:37.24
79555736-7f50-42c3-84e3-09655de15dbd,nova esperanca,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
797a6554-9134-4b11-aec9-c9945c8e6a33,plataforma,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
7aa2bf7b-cf15-4f3b-86a0-e5e1cc27a462,pau da lima,FORNECIMENTO_IRREGULAR,MANUTENÇÃO,2026-06-03 15:02:00,2026-06-04 14:30:00,BAIRRO_INTEIRO,BAIXA,AGUARDANDO_DISTRIBUIDORA,,2026-06-03 18:03:12.718
7ebef267-bd24-495f-b08c-62a2d3d29786,fazenda grande do retiro,NORMAL,,,,,NORMAL,,,2026-05-04 13:36:18.378
7efc0645-0c39-440e-871b-70a407942e5e,marechal rondon,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
7f8f0313-a547-4021-b678-1138281c9912,cajazeiras x,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
8726ab7d-4d2e-41ca-82d1-038ebaf673d3,itinga,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
880f6a60-a3f9-4c82-9fbb-7defa3d1073c,graca,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
89758ab9-c9ca-4ce4-92c7-ae1800c23903,caminho de areia,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
8a07f5e3-afd4-47c8-bdc7-f4b7b3f7dc76,costa azul,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
8a5d6fdb-e296-415f-a721-217ca59ba7dc,ilha bom jesus dos passos,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
8a88e310-d2d6-4036-b255-a40f05a476b4,boa viagem,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
8c42a1de-3389-4818-ab70-76c5dad3ed0a,cajazeiras v,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
8e22173a-ee48-4916-9dfd-737e6f104a98,calabetao,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
8eb1edc4-ff0a-4e25-b4c5-03ae83abaecb,nova constituinte,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
903bacbb-eaf6-4a37-9bd3-c2c2427852a1,periperi,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
91d02019-c5b6-4152-8db4-83121fe13f1c,sao joao do cabrito,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
94925e63-b5b0-4f92-a11e-7176a77a9725,aguas claras,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
98b1bc32-5682-4ee1-b30b-487482298a27,alto da terezinha,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
995a121f-e3f0-4191-b3d3-2dbfcab23ee7,federacao,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
99792853-8462-412a-8afa-b813e6500ae4,vila laura,NORMAL,,,,,NORMAL,,,2026-05-22 17:58:57.011
9ac7ff64-12b2-4e9a-a4a3-5aea607e2328,arenoso,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
9b94aa2b-3356-4a08-8239-29f70ee442d8,valeria,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
9ca54b88-0a83-4a98-b299-22c284c8d536,rio sena,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
9cc7977f-71b2-41cc-a62e-731a38c7c25d,mares,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
a27e6512-2c1b-43c8-9fda-fa46c7877256,sao caetano,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
a5d1bc27-3547-49e7-ad3d-423b24ce2e83,lapinha,NORMAL,,,,,NORMAL,,,2026-04-09 03:40:55.365
a6217d51-cbf3-45a0-a243-c90d6e40efba,jardim das margaridas,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
a6ffe0ab-264e-4adc-8f02-eafe9186e433,roma,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
a714f80b-0a9f-479a-8188-6275f72cd782,saboeiro,NORMAL,,,,,NORMAL,,,2026-04-10 17:12:30.722
a8f46951-5341-491f-a726-13574abbbd6b,capelinha,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
a98072d6-29c9-4848-870c-59efbee89a38,campinas de piraja,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
adcda9bc-0251-47ae-891c-bc0d1c9113ad,lobato,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
ae363347-4175-4837-bb2d-6b7aba738a2b,fazenda grande iv,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
b01ad30a-ff5c-4ed5-9658-e3c67443b502,alto do coqueirinho,NORMAL,,,,,NORMAL,,,2026-04-14 16:20:33.697
b40b583d-18ef-405d-96a1-04e4d687db2e,centro,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
b48d035a-e141-4e60-a576-82756920b881,cabula,SEM_ABASTECIMENTO,MANUTENÇÃO,2026-06-09 10:46:00,2026-06-09 10:46:00,PARTE_DO_BAIRRO,MEDIA,SEM_MEDIDAS_ATIVAS,"Tamo resolvendo Tamo resolvendo ",2026-06-09 13:46:41.275
b4f77cb8-c66f-4926-b1fe-cc590a14bfd9,jardim armacao,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
b677482d-42d9-45b0-9f9a-0c9f38e40760,baixa de quintas,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
b71f4885-ce68-4f6f-9abb-b6cd53d37468,castelo branco,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
b7a8a19e-148a-4ed8-9835-a4c03aad712e,calcada,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
b9178d63-5d5d-4b09-83a9-47ff9964fd3a,sao goncalo,NORMAL,,,,,NORMAL,,,2026-04-09 01:44:19.334
bdc3d4d7-5198-4670-a28a-f2139ce76beb,ribeira,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
bf47244f-ec07-4604-9752-4b86077c403b,vale das pedrinhas,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
bf76a503-79cf-4f8d-94d4-92f4836697cc,liberdade,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
c0d3f553-bf2a-4507-833b-469cea4911c0,narandiba,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
c10c933f-5397-49e9-ae54-ba01b56f1ab5,nova sussuarana,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
c1b749e5-63b3-40f1-a992-6140dad7775e,colinas de periperi,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
c2458d80-b051-491b-8884-7ab5c5391029,horto florestal,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
c51aa016-4ae8-4bd9-ae96-431c899d0b5d,engenho velho de brotas,NORMAL,,,,,NORMAL,,,2026-04-09 10:21:08.17
c6684878-c789-4a58-93d5-fe385aa0869e,centro historico,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
c83a7104-e899-4a84-b5bc-a979b0364820,barreiras,NORMAL,,,,,NORMAL,,,2026-04-11 15:24:22.825
c84b3f23-b8c4-4344-97ac-7127939d93b5,itaigara,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
ce2b6dfa-78e6-4ef3-b195-a0b277dcbe37,cidade nova,NORMAL,,,,,NORMAL,,,2026-05-03 22:44:28.503
cf2b345e-29e6-4650-9d68-01ab1f38d4a4,sao cristovao,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
cfcd14c2-0d44-40f8-8c41-478095002339,sussuarana,NORMAL,,,,,NORMAL,,,2026-05-14 16:19:11.559
d1305a15-bb2c-4da4-a10b-ec1507114dc0,santa monica,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
d1a7caa0-9e6c-4834-9739-59be572b17b3,boca da mata,SEM_ABASTECIMENTO,OBRA_NA_REGIÃO,2026-06-23 16:43:00,2028-11-02 13:00:00,BAIRRO_INTEIRO,ALTA,MANUTENÇÃO_EM_ANDAMENTO,nada a relatar,2026-06-23 19:44:14.389
d38e1038-c7f3-4fae-9d34-ae3aa1248c4d,sao marcos,NORMAL,,,,,NORMAL,,,2026-05-22 18:32:13.149
d5e88265-0c70-49bc-bac4-982f8096e7b6,santa luzia,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
d6501182-3350-48e0-830a-3f7e5a380d4b,centro administrativo da bahia,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
da72a790-1d39-41c9-8b5d-508fad593a47,porto seco piraja,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
de0597bc-bffa-4cde-ae3e-8a3a878de4ca,mata escura,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
df9d0a9f-3cda-4be4-b08c-04e242925ba2,acupe,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
e1048232-3827-4362-895d-2c302fc3eaf0,boca do rio,NORMAL,,,,,NORMAL,,,2026-04-13 17:21:57.611
e77dee48-a13f-489b-ad90-3c739e1e3695,barris,NORMAL,,,,,NORMAL,,,2026-04-16 18:19:04.281
e95a4d6c-08e9-4e62-8539-18f3e1544102,cajazeiras vi,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
edb74573-ca8a-4427-b16d-5478c064b4a9,vila canaria,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
ef4dbc57-027d-48a3-a4e7-46dce154d2a0,caminho das arvores,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
eff2e2f0-40f9-4617-a621-0801df359140,cajazeiras vii,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
f05aa52e-28de-4764-a64e-d35109f0493b,cajazeiras viii,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
f0a120c0-d725-4c09-a828-166bbd17c691,coutos,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
f0c09773-6754-4429-9232-615113bcc65c,boa vista de sao caetano,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
f0f78f16-1f86-4cca-92ff-508a02a9161c,novo horizonte,NORMAL,,,,,NORMAL,,,2026-06-05 17:28:10.869
f205762b-11e0-45e1-8c99-78f724973652,cassange,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
f24719f3-bcfe-482d-a4a3-7bd8938b32b0,chapada do rio vermelho,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
f5dd29d3-9ab6-4476-af88-62a3bf0adea2,cajazeiras iv,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
f5ffd800-ecb3-4a0f-91f2-9285ba4d8f0f,vista alegre,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
f88b600e-45ea-4d29-ad53-b249ac4e2fee,cajazeiras ii,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
fa5035e1-318f-46e0-95d5-6f398d5f9af3,moradas da lagoa,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
faf29c06-1720-43d6-b954-9becae034ae5,cabula vi,NORMAL,,,,,NORMAL,,,2026-04-10 10:48:51.851
fde66d80-7fd8-4f4a-b974-0e89811b4e66,calabar,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
fe1592b1-aacc-471d-886f-63a556707bd8,paripe,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
feca77fb-0d8a-4eef-b23f-722f679d23c7,luiz anselmo,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
ff204eb9-ccf1-41d5-b8c4-129853fc0037,vitoria,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
ff536008-76bb-4f1b-bbc7-49877d3e1071,massaranduba,NORMAL,,,,,NORMAL,,,2026-04-08 22:47:35.712964
